1669410000000.0,5.287,5.291,5.275,5.277
1669413600000.0,5.277,5.277,5.255,5.264
1669417200000.0,5.264,5.281,5.252,5.262
1669420800000.0,5.263,5.3,5.232,5.289
1669424400000.0,5.288,5.347,5.286,5.313
1669428000000.0,5.314,5.34,5.313,5.317
1669431600000.0,5.317,5.32,5.294,5.306
1669435200000.0,5.306,5.318,5.291,5.309
1669438800000.0,5.309,5.339,5.308,5.336
1669442400000.0,5.336,5.336,5.294,5.303
1669446000000.0,5.303,5.346,5.297,5.339
1669449600000.0,5.34,5.388,5.335,5.364
1669453200000.0,5.365,5.418,5.361,5.41
1669456800000.0,5.409,5.432,5.397,5.403
1669460400000.0,5.404,5.409,5.375,5.396
1669464000000.0,5.396,5.402,5.385,5.4
1669467600000.0,5.4,5.412,5.397,5.408
1669471200000.0,5.408,5.455,5.34,5.372
1669474800000.0,5.373,5.41,5.328,5.387
1669478400000.0,5.388,5.41,5.348,5.35
1669482000000.0,5.35,5.374,5.325,5.366
1669485600000.0,5.365,5.379,5.334,5.338
1669489200000.0,5.337,5.338,5.28,5.328
1669492800000.0,5.328,5.338,5.32,5.333
1669496400000.0,5.332,5.337,5.32,5.324
1669500000000.0,5.323,5.329,5.251,5.276
1669503600000.0,5.276,5.303,5.266,5.296
1669507200000.0,5.297,5.321,5.29,5.305
1669510800000.0,5.305,5.338,5.304,5.332
1669514400000.0,5.333,5.353,5.332,5.349
1669518000000.0,5.35,5.372,5.349,5.37
1669521600000.0,5.37,5.396,5.37,5.375
1669525200000.0,5.376,5.376,5.357,5.363
1669528800000.0,5.362,5.394,5.36,5.389
1669532400000.0,5.389,5.432,5.389,5.402
1669536000000.0,5.403,5.414,5.364,5.387
1669539600000.0,5.388,5.395,5.34,5.342
1669543200000.0,5.341,5.382,5.32,5.34
1669546800000.0,5.339,5.357,5.322,5.353
1669550400000.0,5.353,5.378,5.351,5.362
1669554000000.0,5.362,5.389,5.351,5.389
1669557600000.0,5.388,5.393,5.367,5.381
1669561200000.0,5.38,5.41,5.368,5.408
1669564800000.0,5.407,5.423,5.386,5.389
1669568400000.0,5.389,5.401,5.371,5.378
1669572000000.0,5.378,5.405,5.377,5.401
1669575600000.0,5.402,5.405,5.384,5.398
1669579200000.0,5.398,5.404,5.392,5.401
1669582800000.0,5.4,5.406,5.384,5.397
1669586400000.0,5.397,5.401,5.385,5.385
1669590000000.0,5.385,5.385,5.248,5.294
1669593600000.0,5.294,5.312,5.274,5.28
1669597200000.0,5.28,5.295,5.046,5.089
1669600800000.0,5.09,5.111,5.059,5.065
1669604400000.0,5.066,5.122,5.054,5.114
1669608000000.0,5.114,5.144,5.106,5.14
1669611600000,5.141,5.159,5.116,5.12
1669615200000,5.12,5.148,5.116,5.145
1669618800000,5.146,5.178,5.136,5.176
1669622400000,5.176,5.185,5.153,5.179
1669626000000,5.18,5.197,5.156,5.174
1669629600000,5.175,5.18,5.153,5.176
1669633200000,5.176,5.2,5.167,5.19
1669636800000,5.19,5.191,5.12,5.153
1669640400000,5.152,5.161,5.131,5.148
1669644000000,5.149,5.203,5.145,5.163
1669647600000,5.162,5.173,5.093,5.12
1669651200000,5.12,5.204,5.068,5.179
1669654800000,5.179,5.228,5.168,5.189
1669658400000,5.19,5.199,5.157,5.158
1669662000000,5.157,5.176,5.144,5.16
1669665600000,5.16,5.18,5.155,5.178
1669669200000,5.177,5.181,5.15,5.173
1669672800000,5.172,5.176,5.159,5.164
1669676400000,5.165,5.168,5.09,5.125
1669680000000,5.124,5.133,5.082,5.108
1669683600000,5.107,5.175,5.107,5.161
1669687200000,5.162,5.188,5.151,5.154
1669690800000,5.154,5.175,5.151,5.165
1669694400000,5.165,5.252,5.162,5.232
1669698000000,5.232,5.275,5.232,5.252
1669701600000,5.253,5.28,5.245,5.267
1669705200000,5.268,5.282,5.257,5.26
1669708800000,5.26,5.308,5.253,5.291
1669712400000,5.292,5.3,5.277,5.291
1669716000000,5.291,5.302,5.273,5.281
1669719600000,5.282,5.303,5.278,5.288
1669723200000,5.288,5.312,5.284,5.301
1669726800000,5.3,5.305,5.24,5.264
1669730400000,5.263,5.294,5.237,5.254
1669734000000,5.253,5.299,5.249,5.271
1669737600000,5.272,5.286,5.22,5.271
1669741200000,5.271,5.274,5.225,5.251
1669744800000,5.252,5.352,5.245,5.334
1669748400000,5.334,5.341,5.292,5.296
1669752000000,5.297,5.331,5.29,5.321
1669755600000,5.322,5.332,5.305,5.314
1669759200000,5.314,5.326,5.309,5.324
1669762800000,5.324,5.339,5.298,5.304
1669766400000,5.305,5.496,5.304,5.477
1669770000000,5.477,5.505,5.412,5.451
1669773600000,5.451,5.475,5.437,5.446
1669777200000,5.446,5.462,5.339,5.348
1669780800000,5.349,5.392,5.346,5.38
1669784400000,5.38,5.395,5.366,5.392
1669788000000,5.392,5.396,5.367,5.383
1669791600000,5.383,5.427,5.382,5.419
1669795200000,5.418,5.445,5.388,5.402
1669798800000,5.402,5.415,5.352,5.388
1669802400000,5.388,5.407,5.378,5.388
1669806000000,5.388,5.424,5.373,5.4
1669809600000,5.4,5.406,5.356,5.361
1669813200000,5.36,5.41,5.357,5.371
1669816800000,5.371,5.4,5.366,5.39
1669820400000,5.39,5.416,5.375,5.415
1669824000000,5.415,5.418,5.376,5.391
1669827600000,5.39,5.394,5.297,5.329
1669831200000,5.33,5.402,5.29,5.372
1669834800000,5.371,5.46,5.371,5.414
1669838400000,5.414,5.449,5.408,5.448
1669842000000,5.448,5.461,5.426,5.457
1669845600000,5.457,5.486,5.437,5.469
1669849200000,5.468,5.486,5.446,5.462
1669852800000,5.462,5.475,5.411,5.442
1669856400000,5.442,5.442,5.39,5.418
1669860000000,5.417,5.425,5.392,5.411
1669863600000,5.412,5.433,5.411,5.43
1669867200000,5.429,5.435,5.403,5.413
1669870800000,5.414,5.433,5.376,5.401
1669874400000,5.4,5.406,5.389,5.401
1669878000000,5.401,5.402,5.367,5.37
1669881600000,5.37,5.388,5.363,5.382
1669885200000,5.381,5.386,5.363,5.382
1669888800000,5.382,5.387,5.371,5.377
1669892400000,5.377,5.395,5.364,5.392
1669896000000,5.392,5.412,5.382,5.409
1669899600000,5.409,5.439,5.327,5.368
1669903200000,5.368,5.395,5.34,5.388
1669906800000,5.388,5.397,5.311,5.374
1669910400000,5.375,5.395,5.345,5.377
1669914000000,5.376,5.392,5.349,5.386
1669917600000,5.387,5.399,5.373,5.388
1669921200000,5.389,5.393,5.373,5.377
1669924800000,5.376,5.382,5.362,5.363
1669928400000,5.363,5.385,5.348,5.38
1669932000000,5.38,5.403,5.376,5.394
1669935600000,5.394,5.406,5.364,5.406
1669939200000,5.406,5.481,5.391,5.453
1669942800000,5.453,5.463,5.362,5.408
1669946400000,5.408,5.436,5.365,5.434
1669950000000,5.434,5.46,5.414,5.422
1669953600000,5.422,5.428,5.381,5.422
1669957200000,5.421,5.44,5.403,5.413
