Open Time,Open,High,Low,Close,Volume,Quote Asset Volume,TWAP_price
1521417600000,16.0,20.549,13.1,19.878,1173351.458,20153002.96,16.743495
1521504000000,19.88,22.0,18.053,20.386,2428141.555,49548033.62,20.026061
1521590400000,20.386,21.0,18.5,19.593,1660401.58,33262674.76,19.74382
1521676800000,19.593,20.177,17.62,19.288,1301822.548,24634469.77,18.896565
1521763200000,19.288,19.304,17.604,18.442,1271729.778,23099301.48,18.426874
1521849600000,18.465,19.45,17.64,17.758,1194967.755,21949989.29,18.562191
1521936000000,17.758,18.3,17.5,17.958,919524.918,16475497.34,17.900667
1522022400000,17.97,18.161,15.1,16.023,1509575.618,24793859.39,16.589315
1522108800000,16.0,17.0,14.562,15.149,353654.504,5489015.92,15.787488
1522195200000,15.097,16.2,15.026,15.502,204091.397,3173222.64,15.622613
1522281600000,15.495,15.625,13.839,14.132,173527.532,2527019.76,14.718111
1522368000000,14.053,14.97,13.316,14.182,223024.852,3125057.49,14.143039
1522454400000,14.179,14.7,13.938,14.031,108491.075,1550362.48,14.321037
1522540800000,14.03,14.248,12.537,13.326,121743.004,1624053.63,13.379883
1522627200000,13.326,14.6,13.147,14.155,172516.18,2432459.85,13.885282
1522713600000,14.154,15.1,14.01,14.962,165969.901,2434212.66,14.554522
1522800000000,14.962,14.98,13.315,13.539,107077.082,1493385.54,14.124489
1522886400000,13.544,13.605,12.809,13.323,114975.392,1514680.96,13.202549
1522972800000,13.323,13.462,12.514,12.764,67119.417,861779.54,12.982716
1523059200000,12.784,13.438,12.696,13.084,71568.324,941801.34,13.072667
1523145600000,13.045,13.623,13.03,13.399,62155.006,827304.9,13.336721
1523232000000,13.389,14.8,13.001,13.41,165097.604,2264958.88,13.900517
1523318400000,13.412,13.55,12.879,13.424,71381.786,946166.76,13.214484
1523404800000,13.439,14.483,13.317,14.374,150282.148,2088065.6,13.898755
1523491200000,14.343,16.88,13.301,16.491,384467.372,5765401.57,15.058189
1523577600000,16.481,17.659,15.44,15.605,389260.216,6474893.69,16.570034
1523664000000,15.605,16.343,15.0,15.837,170965.73,2709462.0,15.671128
1523750400000,15.836,17.068,15.836,16.811,103845.586,1722091.31,16.475855
1523836800000,16.841,17.007,15.5,16.651,119637.001,1928466.92,16.251535
1523923200000,16.651,16.978,16.15,16.187,111262.344,1842138.33,16.576354
1524009600000,16.23,17.729,16.186,17.552,102454.01,1746037.19,16.972447
1524096000000,17.53,18.6,17.45,18.551,147441.228,2646598.86,18.021196
1524182400000,18.551,20.684,17.98,20.267,208824.093,4021657.49,19.323379
1524268800000,20.27,20.692,17.688,19.358,223516.256,4284982.59,19.175282
1524355200000,19.316,19.9,18.551,19.107,132344.142,2565163.15,19.225585
1524441600000,19.107,20.774,19.081,20.457,190987.742,3879136.95,19.955001
1524528000000,20.457,23.98,20.41,22.642,300321.475,6615852.86,22.261697
1524614400000,22.611,22.616,17.972,19.152,420357.294,8422193.77,20.199397
1524700800000,19.152,21.108,18.4,21.007,253664.957,4952622.25,19.710741
1524787200000,21.058,21.295,19.551,19.633,229912.657,4724929.23,20.438527
1524873600000,19.657,22.05,19.5,21.625,305297.317,6430596.96,20.798444
1524960000000,21.637,23.599,20.266,23.001,456806.155,10108304.12,21.91561
1525046400000,23.001,25.8,21.666,22.432,589056.706,13971086.63,23.737837
1525132800000,22.431,22.46,20.5,22.045,338102.986,7209638.59,21.472578
1525219200000,22.003,22.493,21.304,22.29,207161.7,4535531.63,21.894834
1525305600000,22.305,23.499,21.64,22.728,341723.592,7693966.53,22.570195
1525392000000,22.728,23.805,21.6,22.091,219714.159,4947953.69,22.708743
1525478400000,22.1,23.079,21.882,22.464,158109.23,3569658.8,22.485198
1525564800000,22.413,23.98,21.323,22.88,337698.981,7628420.45,22.651539
