Open Time,Open,High,Low,Close,Volume,Quote Asset Volume,TWAP_price
1599177600000,43.15,49.0,34.5,42.167,36214.155,1429416.57,41.748955
1599264000000,42.0,43.998,29.32,32.49,88954.412,3143068.98,36.590291
1599350400000,32.558,39.8,30.04,38.037,63410.654,2187039.52,34.887715
1599436800000,37.898,38.378,30.5,35.203,56712.36,1928516.13,34.375363
1599523200000,35.304,36.172,30.27,31.337,66993.426,2166012.34,33.208331
1599609600000,31.3,37.0,30.168,33.806,67385.977,2243074.13,33.619886
1599696000000,33.863,36.5,31.757,33.102,54819.776,1860162.14,34.132684
1599782400000,33.018,33.018,30.708,31.769,67289.687,2124393.41,31.82117
1599868800000,31.776,36.999,31.0,35.159,74448.876,2500505.19,34.045449
1599955200000,35.159,42.2,34.5,39.328,160435.944,6125842.36,38.437504
1600041600000,39.33,43.431,38.058,40.0,110986.51,4516583.72,40.748713
1600128000000,40.162,43.05,37.66,39.333,76766.151,3082882.07,40.358614
1600214400000,39.264,42.644,37.449,42.35,77460.008,3139168.62,39.972918
1600300800000,42.322,50.284,42.185,47.151,131580.241,5978506.24,46.380626
1600387200000,47.193,48.999,41.6,44.69,69716.904,3212402.94,45.280592
1600473600000,44.69,47.647,43.688,43.755,57711.779,2623928.24,45.687934
1600560000000,43.784,44.768,36.79,39.735,62122.833,2502179.87,40.711516
1600646400000,39.692,40.4,31.0,31.663,92349.794,3154095.23,35.705019
1600732800000,31.78,33.912,30.8,33.192,48427.375,1561362.65,32.348946
1600819200000,33.206,36.253,30.845,32.465,70763.056,2381463.56,33.552365
1600905600000,32.675,37.2,32.001,36.613,54056.495,1882801.67,34.593216
1600992000000,36.614,37.593,35.49,36.848,40474.011,1476029.83,36.540912
1601078400000,36.847,37.048,35.0,35.879,23805.308,855784.91,36.003947
1601164800000,35.844,36.207,32.6,34.28,34443.909,1179999.5,34.371022
1601251200000,34.38,36.518,32.2,33.713,47709.847,1640784.59,34.360875
1601337600000,33.699,35.71,33.504,35.512,22647.455,782129.88,34.607305
1601424000000,35.515,35.769,33.515,33.8,18988.815,653813.33,34.639377
1601510400000,33.952,35.997,32.541,34.134,43628.341,1509459.83,34.269157
1601596800000,34.134,34.304,30.468,32.26,47957.787,1519810.95,32.334541
1601683200000,32.26,33.4,31.565,32.351,11866.4,384684.74,32.482609
1601769600000,32.333,33.127,31.069,31.996,16839.58,534736.19,32.097551
1601856000000,31.982,33.109,31.261,31.728,17350.797,555874.83,32.186566
1601942400000,31.728,31.988,27.1,27.647,34134.823,1030325.95,29.513715
1602028800000,27.582,28.0,24.2,26.476,65982.939,1732436.87,26.0799
1602115200000,26.433,29.499,23.158,27.754,86219.104,2240624.13,26.320109
1602201600000,27.83,30.515,27.103,29.741,41277.731,1196952.91,28.811
1602288000000,29.702,32.6,29.293,29.678,42305.113,1302924.22,30.946517
1602374400000,29.643,31.08,28.0,29.112,25866.7,755665.21,29.541217
1602460800000,29.2,33.15,29.011,32.199,46874.08,1472680.28,31.138062
1602547200000,32.238,32.94,30.0,30.642,27561.473,864965.03,31.472386
1602633600000,30.645,32.5,28.925,31.167,51987.817,1601506.11,30.711463
