Open Time,Open,High,Low,Close,Volume,Quote Asset Volume,TWAP_price
1561161600000,3.4,3.44,1.88,2.192,16217580.779,38927680.21,2.636017
1561248000000,2.19,2.234,1.8,1.934,9875011.06,19416437.13,2.012713
1561334400000,1.932,2.02,1.301,1.416,16193672.788,24965033.77,1.658505
1561420800000,1.417,1.92,1.314,1.54,27118197.019,43527814.39,1.618441
1561507200000,1.538,1.875,1.457,1.595,17449485.359,29200118.84,1.666465
1561593600000,1.595,1.597,1.371,1.419,7017105.254,10320383.38,1.47989
1561680000000,1.421,1.589,1.381,1.454,5845445.045,8631449.82,1.485301
1561766400000,1.449,1.523,1.411,1.51,5350038.703,7825809.85,1.465999
1561852800000,1.508,1.58,1.388,1.449,5230376.814,7781872.69,1.484133
1561939200000,1.449,1.468,1.25,1.352,4805958.281,6476205.96,1.356839
1562025600000,1.354,1.356,1.032,1.14,8937311.635,10206672.4,1.187512
1562112000000,1.138,1.186,1.065,1.11,5412448.609,6087342.26,1.12552
1562198400000,1.11,1.138,0.984,1.01,5047597.506,5249847.32,1.061118
1562284800000,1.009,1.175,0.974,1.127,8906873.67,9731240.97,1.075113
1562371200000,1.128,1.132,1.024,1.031,4337280.445,4589534.29,1.077621
1562457600000,1.031,1.105,1.024,1.065,2975212.85,3155557.8,1.06526
1562544000000,1.065,1.067,1.03,1.049,1961005.67,2046889.46,1.048083
1562630400000,1.047,1.084,1.015,1.044,3709858.044,3876327.0,1.049502
1562716800000,1.043,1.119,0.955,1.029,6983704.323,7248714.83,1.037002
1562803200000,1.029,1.039,0.843,0.859,4781454.625,4500582.85,0.940305
1562889600000,0.858,0.938,0.797,0.885,6857361.718,6041329.53,0.867463
1562976000000,0.886,1.035,0.869,0.939,9350275.975,8906817.19,0.953033
1563062400000,0.939,1.03,0.816,0.819,8737776.115,8137205.93,0.926754
1563148800000,0.819,0.846,0.737,0.807,5111804.177,4070162.77,0.791435
1563235200000,0.804,0.899,0.63,0.644,6813542.367,4977446.55,0.76843
1563321600000,0.645,0.744,0.608,0.674,8854704.113,6073365.73,0.67619
1563408000000,0.675,0.706,0.638,0.692,6328374.14,4281025.59,0.671817
1563494400000,0.692,0.693,0.649,0.67,2684075.334,1786745.11,0.670333
1563580800000,0.67,0.752,0.656,0.708,5291301.343,3774145.66,0.704612
1563667200000,0.707,0.712,0.657,0.692,3595344.637,2476130.82,0.684216
1563753600000,0.695,0.705,0.631,0.642,2696291.001,1793822.44,0.667926
1563840000000,0.642,0.647,0.564,0.58,4882364.606,2947385.33,0.604608
1563926400000,0.578,0.615,0.555,0.597,3883834.313,2264930.98,0.584936
1564012800000,0.595,0.615,0.58,0.61,2292829.525,1367277.25,0.597259
